filename,folder,label,sample_rate,duration_samples,duration_ms,channels,path
Fl-cresc-C5-ppff-N-R100d.wav,crescendo,1,44100,276741,6275.306122448979,1,crescendo/Fl-cresc-C5-ppff-N-R100d.wav
Fl-aeol_and_ord-A#5-ff-N-T24d.wav,aeolian,0,44100,294512,6678.276643990929,1,aeolian/Fl-aeol_and_ord-A#5-ff-N-T24d.wav
Fl-trill_maj_second-B4-mf-N-N.wav,trill,15,44100,289597,6566.825396825398,1,trill/Fl-trill_maj_second-B4-mf-N-N.wav
Fl-decresc-F#5-ffpp-N-N.wav,decrescendo,3,44100,279543,6338.843537414966,1,decrescendo/Fl-decresc-F#5-ffpp-N-N.wav
Fl-flatt_ord-F6-mf-N-N.wav,flatterzunge_to_ordinario,5,44100,309260,7012.6984126984125,1,flatterzunge_to_ordinario/Fl-flatt_ord-F6-mf-N-N.wav
Fl-ord-C5-mf-N-T17d.wav,ordinario,10,44100,294154,6670.15873015873,1,ordinario/Fl-ord-C5-mf-N-T17d.wav
Fl-lasting_half_sec-C6-mf-N-T35d.wav,note_lasting,9,44100,36520,828.1179138321995,1,note_lasting/Fl-lasting_half_sec-C6-mf-N-T35d.wav
Fl-stacc-B6-mf-N-T17d.wav,staccato,13,44100,26157,593.1292517006804,1,staccato/Fl-stacc-B6-mf-N-T17d.wav
Fl-ord-E6-pp-N-N.wav,ordinario,10,44100,292964,6643.174603174602,1,ordinario/Fl-ord-E6-pp-N-N.wav
Fl-ord-G#4-mf-N-N.wav,ordinario,10,44100,288846,6549.795918367347,1,ordinario/Fl-ord-G#4-mf-N-N.wav
Fl-jet-14.wav,jet_whistle,7,44100,49439,1121.0657596371882,1,jet_whistle/Fl-jet-14.wav
Fl-ord_flatt-A#5-mf-N-N.wav,ordinario_to_flatterzunge,11,44100,287507,6519.433106575963,1,ordinario_to_flatterzunge/Fl-ord_flatt-A#5-mf-N-N.wav
Fl-trill_maj_second-C#6-mf-N-N.wav,trill,15,44100,300493,6813.90022675737,1,trill/Fl-trill_maj_second-C#6-mf-N-N.wav
Fl-ord_aeol-A#5-mf-N-R200d.wav,aeolian,0,44100,307206,6966.122448979591,1,aeolian/Fl-ord_aeol-A#5-mf-N-R200d.wav
Fl-sfz-C#5-fp-N-R100u.wav,sforzato,12,44100,249033,5647.006802721088,1,sforzato/Fl-sfz-C#5-fp-N-R100u.wav
Fl-ord_flatt-C5-mf-N-R200u.wav,ordinario_to_flatterzunge,11,44100,251118,5694.285714285714,1,ordinario_to_flatterzunge/Fl-ord_flatt-C5-mf-N-R200u.wav
Fl-trill_min_second-A#5-mf-N-N.wav,trill,15,44100,301598,6838.9569160997735,1,trill/Fl-trill_min_second-A#5-mf-N-N.wav
Fl-trill_maj_second-G6-mf-N-N.wav,trill,15,44100,313300,7104.308390022676,1,trill/Fl-trill_maj_second-G6-mf-N-N.wav
Fl-lasting_half_sec-D#5-mf-N-R100d.wav,note_lasting,9,44100,31784,720.7256235827665,1,note_lasting/Fl-lasting_half_sec-D#5-mf-N-R100d.wav
Fl-jet-4.wav,jet_whistle,7,44100,48356,1096.5079365079364,1,jet_whistle/Fl-jet-4.wav
Fl-flatt_ord-G#6-mf-N-R100d.wav,flatterzunge_to_ordinario,5,44100,349296,7920.544217687075,1,flatterzunge_to_ordinario/Fl-flatt_ord-G#6-mf-N-R100d.wav
Fl-pizz-C4-f-N-N.wav,tongue_ram-pizz,14,44100,13561,307.50566893424036,1,tongue_ram-pizz/Fl-pizz-C4-f-N-N.wav
Fl-sfz-G#4-f-N-R200d.wav,sforzato,12,44100,117316,2660.2267573696145,1,sforzato/Fl-sfz-G#4-f-N-R200d.wav
Fl-cresc-D#6-ppff-N-R200u.wav,crescendo,1,44100,261312,5925.442176870749,1,crescendo/Fl-cresc-D#6-ppff-N-R200u.wav
Fl-flatt_ord-D#5-mf-N-R200u.wav,flatterzunge_to_ordinario,5,44100,257282,5834.0589569161,1,flatterzunge_to_ordinario/Fl-flatt_ord-D#5-mf-N-R200u.wav
Fl-harm_fngr-A5-p-N-N.wav,harmonic_fingering,6,44100,281096,6374.0589569161,1,harmonic_fingering/Fl-harm_fngr-A5-p-N-N.wav
Fl-pizz-E5-f-N-N.wav,tongue_ram-pizz,14,44100,32397,734.625850340136,1,tongue_ram-pizz/Fl-pizz-E5-f-N-N.wav
Fl-mul-C#q6_Cq5_D#5_G5-mf-N-N.wav,multiphonics,8,44100,333156,7554.557823129252,1,multiphonics/Fl-mul-C#q6_Cq5_D#5_G5-mf-N-N.wav
Fl-ord_flatt-D#4-mf-N-R100u.wav,ordinario_to_flatterzunge,11,44100,254886,5779.727891156463,1,ordinario_to_flatterzunge/Fl-ord_flatt-D#4-mf-N-R100u.wav
Fl-sfz-A#6-fp-N-T14d_R200d.wav,sforzato,12,44100,226036,5125.532879818594,1,sforzato/Fl-sfz-A#6-fp-N-T14d_R200d.wav
Fl-cresc-G4-ppff-N-R200d.wav,crescendo,1,44100,296247,6717.619047619048,1,crescendo/Fl-cresc-G4-ppff-N-R200d.wav
Fl-flatt-C#7-p-N-N.wav,flatterzunge,4,44100,171089,3879.5691609977325,1,flatterzunge/Fl-flatt-C#7-p-N-N.wav
Fl-cresc-B4-ppff-N-R200u.wav,crescendo,1,44100,235132,5331.791383219955,1,crescendo/Fl-cresc-B4-ppff-N-R200u.wav
Fl-jet-37.wav,jet_whistle,7,44100,25067,568.4126984126983,1,jet_whistle/Fl-jet-37.wav
Fl-mul-Fq6_Dq6_A#q6-mf-N-N.wav,multiphonics,8,44100,285253,6468.321995464852,1,multiphonics/Fl-mul-Fq6_Dq6_A#q6-mf-N-N.wav
Fl-flatt_ord-G6-mf-N-R200d.wav,flatterzunge_to_ordinario,5,44100,370066,8391.519274376416,1,flatterzunge_to_ordinario/Fl-flatt_ord-G6-mf-N-R200d.wav
Fl-cre_dec-G5-ppmfpp-N-N.wav,crescendo_to_decrescendo,2,44100,386209,8757.573696145124,1,crescendo_to_decrescendo/Fl-cre_dec-G5-ppmfpp-N-N.wav
Fl-harm_fngr-G6-f-N-N.wav,harmonic_fingering,6,44100,311127,7055.034013605442,1,harmonic_fingering/Fl-harm_fngr-G6-f-N-N.wav
Fl-flatt-F#5-pp-N-N.wav,flatterzunge,4,44100,302858,6867.528344671202,1,flatterzunge/Fl-flatt-F#5-pp-N-N.wav
Fl-trill_min_second-C#5-mf-N-N.wav,trill,15,44100,304135,6896.4852607709745,1,trill/Fl-trill_min_second-C#5-mf-N-N.wav
Fl-flatt_ord-A6-mf-N-N.wav,flatterzunge_to_ordinario,5,44100,329691,7475.986394557824,1,flatterzunge_to_ordinario/Fl-flatt_ord-A6-mf-N-N.wav
Fl-sfz-D4-fp-N-R200u.wav,sforzato,12,44100,225638,5116.507936507936,1,sforzato/Fl-sfz-D4-fp-N-R200u.wav
Fl-flatt-D#4-pp-N-N.wav,flatterzunge,4,44100,278806,6322.131519274376,1,flatterzunge/Fl-flatt-D#4-pp-N-N.wav
Fl-sfz-A4-fp-N-R100u.wav,sforzato,12,44100,226169,5128.548752834467,1,sforzato/Fl-sfz-A4-fp-N-R100u.wav
Fl-ord_flatt-G6-mf-N-R100u.wav,ordinario_to_flatterzunge,11,44100,293650,6658.730158730159,1,ordinario_to_flatterzunge/Fl-ord_flatt-G6-mf-N-R100u.wav
Fl-cre_dec-G6-ppmfpp-N-N.wav,crescendo_to_decrescendo,2,44100,328836,7456.598639455782,1,crescendo_to_decrescendo/Fl-cre_dec-G6-ppmfpp-N-N.wav
Fl-flatt-G#4-pp-N-N.wav,flatterzunge,4,44100,289586,6566.57596371882,1,flatterzunge/Fl-flatt-G#4-pp-N-N.wav
Fl-trill_min_second-A#4-mf-N-N.wav,trill,15,44100,280558,6361.859410430839,1,trill/Fl-trill_min_second-A#4-mf-N-N.wav
Fl-jet-8.wav,jet_whistle,7,44100,61270,1389.3424036281178,1,jet_whistle/Fl-jet-8.wav
Fl-jet-33.wav,jet_whistle,7,44100,34401,780.0680272108843,1,jet_whistle/Fl-jet-33.wav
Fl-harm_fngr-F#6-p-N-N.wav,harmonic_fingering,6,44100,283664,6432.2902494331065,1,harmonic_fingering/Fl-harm_fngr-F#6-p-N-N.wav
Fl-cre_dec-F#6-ppmfpp-N-R100d.wav,crescendo_to_decrescendo,2,44100,348390,7900.0,1,crescendo_to_decrescendo/Fl-cre_dec-F#6-ppmfpp-N-R100d.wav
Fl-flatt-C5-mf-N-N.wav,flatterzunge,4,44100,296358,6720.136054421769,1,flatterzunge/Fl-flatt-C5-mf-N-N.wav
Fl-stacc-E5-mf-N-R100u.wav,staccato,13,44100,11854,268.7981859410431,1,staccato/Fl-stacc-E5-mf-N-R100u.wav
Fl-cre_dec-F#4-ppmfpp-N-R100d.wav,crescendo_to_decrescendo,2,44100,368501,8356.031746031746,1,crescendo_to_decrescendo/Fl-cre_dec-F#4-ppmfpp-N-R100d.wav
Fl-mul-A#5_G#4_C#6-mf-N-N.wav,multiphonics,8,44100,344284,7806.893424036281,1,multiphonics/Fl-mul-A#5_G#4_C#6-mf-N-N.wav
Fl-trill_min_second-C#4-mf-N-N.wav,trill,15,44100,290780,6593.650793650793,1,trill/Fl-trill_min_second-C#4-mf-N-N.wav
Fl-decresc-G5-ffpp-N-R100u.wav,decrescendo,3,44100,263854,5983.083900226758,1,decrescendo/Fl-decresc-G5-ffpp-N-R100u.wav
Fl-flatt_ord-A#4-mf-N-R100u.wav,flatterzunge_to_ordinario,5,44100,279568,6339.410430839002,1,flatterzunge_to_ordinario/Fl-flatt_ord-A#4-mf-N-R100u.wav
Fl-lasting_one_sec-C#4-mf-N-N.wav,note_lasting,9,44100,46404,1052.2448979591836,1,note_lasting/Fl-lasting_one_sec-C#4-mf-N-N.wav
Fl-cresc-A6-ppff-N-N.wav,crescendo,1,44100,280473,6359.931972789115,1,crescendo/Fl-cresc-A6-ppff-N-N.wav
Fl-decresc-F5-ffpp-N-R100d.wav,decrescendo,3,44100,296166,6715.78231292517,1,decrescendo/Fl-decresc-F5-ffpp-N-R100d.wav
Fl-tng_ram-D#4-mf-N-N.wav,tongue_ram-pizz,14,44100,13786,312.6077097505669,1,tongue_ram-pizz/Fl-tng_ram-D#4-mf-N-N.wav
Fl-lasting_half_sec-C7-mf-N-T12d.wav,note_lasting,9,44100,33679,763.6961451247165,1,note_lasting/Fl-lasting_half_sec-C7-mf-N-T12d.wav
Fl-ord_flatt-B5-mf-N-R100u.wav,ordinario_to_flatterzunge,11,44100,271371,6153.5374149659865,1,ordinario_to_flatterzunge/Fl-ord_flatt-B5-mf-N-R100u.wav
Fl-flatt_ord-G5-mf-N-R200d.wav,flatterzunge_to_ordinario,5,44100,338596,7677.913832199547,1,flatterzunge_to_ordinario/Fl-flatt_ord-G5-mf-N-R200d.wav
Fl-decresc-D#4-ffpp-N-R100u.wav,decrescendo,3,44100,240562,5454.920634920635,1,decrescendo/Fl-decresc-D#4-ffpp-N-R100u.wav
Fl-lasting_one_sec-F6-mf-N-N.wav,note_lasting,9,44100,70114,1589.8866213151928,1,note_lasting/Fl-lasting_one_sec-F6-mf-N-N.wav
Fl-ord_aeol-A4-mf-N-R100u.wav,aeolian,0,44100,282992,6417.052154195011,1,aeolian/Fl-ord_aeol-A4-mf-N-R100u.wav
Fl-harm_fngr-G#5-f-N-N.wav,harmonic_fingering,6,44100,292891,6641.519274376417,1,harmonic_fingering/Fl-harm_fngr-G#5-f-N-N.wav
Fl-sfz-A5-fp-N-R100u.wav,sforzato,12,44100,234972,5328.163265306122,1,sforzato/Fl-sfz-A5-fp-N-R100u.wav
Fl-cresc-F#6-ppff-N-R100u.wav,crescendo,1,44100,282236,6399.909297052154,1,crescendo/Fl-cresc-F#6-ppff-N-R100u.wav
Fl-mul-Bq5_D#q4_Gq6-mf-N-N.wav,multiphonics,8,44100,266378,6040.31746031746,1,multiphonics/Fl-mul-Bq5_D#q4_Gq6-mf-N-N.wav
Fl-stacc-F5-mf-N-R200u.wav,staccato,13,44100,11188,253.69614512471657,1,staccato/Fl-stacc-F5-mf-N-R200u.wav
Fl-cresc-G#6-ppff-N-R100d.wav,crescendo,1,44100,297151,6738.1179138321995,1,crescendo/Fl-cresc-G#6-ppff-N-R100d.wav
Fl-aeol_and_ord-A#6-ff-N-T13d.wav,aeolian,0,44100,268433,6086.916099773242,1,aeolian/Fl-aeol_and_ord-A#6-ff-N-T13d.wav
Fl-ord_flatt-D#5-mf-N-R100u.wav,ordinario_to_flatterzunge,11,44100,275454,6246.122448979592,1,ordinario_to_flatterzunge/Fl-ord_flatt-D#5-mf-N-R100u.wav
Fl-trill_maj_second-F#4-mf-N-N.wav,trill,15,44100,283709,6433.310657596372,1,trill/Fl-trill_maj_second-F#4-mf-N-N.wav
Fl-flatt-D6-ff-N-N.wav,flatterzunge,4,44100,304832,6912.2902494331065,1,flatterzunge/Fl-flatt-D6-ff-N-N.wav
Fl-decresc-D#6-ffpp-N-R100u.wav,decrescendo,3,44100,266113,6034.308390022676,1,decrescendo/Fl-decresc-D#6-ffpp-N-R100u.wav
Fl-ord-A6-mf-N-N.wav,ordinario,10,44100,299292,6786.666666666667,1,ordinario/Fl-ord-A6-mf-N-N.wav
Fl-cresc-A4-ppff-N-N.wav,crescendo,1,44100,263926,5984.716553287983,1,crescendo/Fl-cresc-A4-ppff-N-N.wav
Fl-cresc-D4-ppff-N-R100u.wav,crescendo,1,44100,240363,5450.408163265307,1,crescendo/Fl-cresc-D4-ppff-N-R100u.wav
Fl-tng_ram-C#3-mf-N-N.wav,tongue_ram-pizz,14,44100,19002,430.88435374149657,1,tongue_ram-pizz/Fl-tng_ram-C#3-mf-N-N.wav
Fl-sfz-F6-f-N-T13d_R100d.wav,sforzato,12,44100,102913,2333.6281179138323,1,sforzato/Fl-sfz-F6-f-N-T13d_R100d.wav
Fl-sfz-E5-f-N-T17d_R200u.wav,sforzato,12,44100,94537,2143.6961451247166,1,sforzato/Fl-sfz-E5-f-N-T17d_R200u.wav
Fl-decresc-E5-ffpp-N-R200u.wav,decrescendo,3,44100,248396,5632.562358276644,1,decrescendo/Fl-decresc-E5-ffpp-N-R200u.wav
Fl-aeol_and_ord-B6-pp-N-N.wav,aeolian,0,44100,290136,6579.047619047619,1,aeolian/Fl-aeol_and_ord-B6-pp-N-N.wav
Fl-tng_ram-C3-mf-N-N.wav,tongue_ram-pizz,14,44100,16411,372.13151927437644,1,tongue_ram-pizz/Fl-tng_ram-C3-mf-N-N.wav
Fl-harm_fngr-A6-f-N-N.wav,harmonic_fingering,6,44100,297982,6756.961451247165,1,harmonic_fingering/Fl-harm_fngr-A6-f-N-N.wav
Fl-flatt_ord-D#6-mf-N-R200u.wav,flatterzunge_to_ordinario,5,44100,275371,6244.240362811792,1,flatterzunge_to_ordinario/Fl-flatt_ord-D#6-mf-N-R200u.wav
Fl-sfz-F6-fp-N-T13d_R100u.wav,sforzato,12,44100,282846,6413.741496598639,1,sforzato/Fl-sfz-F6-fp-N-T13d_R100u.wav
Fl-decresc-G#6-ffpp-N-R200d.wav,decrescendo,3,44100,320493,7267.414965986394,1,decrescendo/Fl-decresc-G#6-ffpp-N-R200d.wav
Fl-sfz-F#4-fp-N-R200u.wav,sforzato,12,44100,225633,5116.39455782313,1,sforzato/Fl-sfz-F#4-fp-N-R200u.wav
Fl-stacc-A4-mf-N-R200d.wav,staccato,13,44100,13260,300.6802721088435,1,staccato/Fl-stacc-A4-mf-N-R200d.wav
Fl-mul-A5_G4-mf-N-N.wav,multiphonics,8,44100,305774,6933.650793650794,1,multiphonics/Fl-mul-A5_G4-mf-N-N.wav
Fl-trill_min_second-B5-mf-N-N.wav,trill,15,44100,304548,6905.850340136055,1,trill/Fl-trill_min_second-B5-mf-N-N.wav
Fl-cresc-F5-ppff-N-N.wav,crescendo,1,44100,270518,6134.195011337869,1,crescendo/Fl-cresc-F5-ppff-N-N.wav
Fl-trill_maj_second-A6-mf-N-N.wav,trill,15,44100,296880,6731.972789115646,1,trill/Fl-trill_maj_second-A6-mf-N-N.wav
Fl-sfz-D#5-f-N-T17d_R100u.wav,sforzato,12,44100,100159,2271.179138321995,1,sforzato/Fl-sfz-D#5-f-N-T17d_R100u.wav
Fl-cre_dec-D4-ppmfpp-N-R100d.wav,crescendo_to_decrescendo,2,44100,356319,8079.795918367347,1,crescendo_to_decrescendo/Fl-cre_dec-D4-ppmfpp-N-R100d.wav
Fl-decresc-G#4-ffpp-N-R200d.wav,decrescendo,3,44100,339065,7688.5487528344665,1,decrescendo/Fl-decresc-G#4-ffpp-N-R200d.wav
Fl-trill_min_second-F#6-mf-N-N.wav,trill,15,44100,293201,6648.548752834467,1,trill/Fl-trill_min_second-F#6-mf-N-N.wav
Fl-cresc-E5-ppff-N-R100d.wav,crescendo,1,44100,286604,6498.9569160997735,1,crescendo/Fl-cresc-E5-ppff-N-R100d.wav
Fl-trill_min_second-D5-mf-N-N.wav,trill,15,44100,284737,6456.621315192744,1,trill/Fl-trill_min_second-D5-mf-N-N.wav
Fl-jet-9.wav,jet_whistle,7,44100,56622,1283.9455782312925,1,jet_whistle/Fl-jet-9.wav
Fl-harm_fngr-C7-p-N-N.wav,harmonic_fingering,6,44100,253088,5738.956916099773,1,harmonic_fingering/Fl-harm_fngr-C7-p-N-N.wav
Fl-cre_dec-D6-ppmfpp-N-R100d.wav,crescendo_to_decrescendo,2,44100,372845,8454.535147392291,1,crescendo_to_decrescendo/Fl-cre_dec-D6-ppmfpp-N-R100d.wav
Fl-ord_flatt-D#6-mf-N-R100u.wav,ordinario_to_flatterzunge,11,44100,275130,6238.775510204082,1,ordinario_to_flatterzunge/Fl-ord_flatt-D#6-mf-N-R100u.wav
Fl-stacc-G#4-mf-N-R100u.wav,staccato,13,44100,7263,164.69387755102042,1,staccato/Fl-stacc-G#4-mf-N-R100u.wav
Fl-cresc-F4-ppff-N-N.wav,crescendo,1,44100,263208,5968.43537414966,1,crescendo/Fl-cresc-F4-ppff-N-N.wav
Fl-stacc-C#5-mf-N-R200u.wav,staccato,13,44100,10525,238.66213151927437,1,staccato/Fl-stacc-C#5-mf-N-R200u.wav
Fl-decresc-F#6-ffpp-N-N.wav,decrescendo,3,44100,277296,6287.891156462585,1,decrescendo/Fl-decresc-F#6-ffpp-N-N.wav
Fl-stacc-A5-mf-N-R200d.wav,staccato,13,44100,19225,435.94104308390024,1,staccato/Fl-stacc-A5-mf-N-R200d.wav
Fl-trill_min_second-C#6-mf-N-N.wav,trill,15,44100,302854,6867.437641723356,1,trill/Fl-trill_min_second-C#6-mf-N-N.wav
Fl-stacc-D6-mf-N-T15d_R100d.wav,staccato,13,44100,23160,525.1700680272108,1,staccato/Fl-stacc-D6-mf-N-T15d_R100d.wav
Fl-harm_fngr-B6-f-N-N.wav,harmonic_fingering,6,44100,319038,7234.421768707482,1,harmonic_fingering/Fl-harm_fngr-B6-f-N-N.wav
Fl-flatt_ord-B4-mf-N-R200u.wav,flatterzunge_to_ordinario,5,44100,263877,5983.605442176871,1,flatterzunge_to_ordinario/Fl-flatt_ord-B4-mf-N-R200u.wav
Fl-harm_fngr-A#6-p-N-N.wav,harmonic_fingering,6,44100,298827,6776.122448979592,1,harmonic_fingering/Fl-harm_fngr-A#6-p-N-N.wav
Fl-sfz-A#4-f-N-N.wav,sforzato,12,44100,104516,2369.9773242630386,1,sforzato/Fl-sfz-A#4-f-N-N.wav
Fl-flatt_ord-G4-mf-N-R200d.wav,flatterzunge_to_ordinario,5,44100,332464,7538.866213151928,1,flatterzunge_to_ordinario/Fl-flatt_ord-G4-mf-N-R200d.wav
Fl-decresc-E6-ffpp-N-R200u.wav,decrescendo,3,44100,251177,5695.6235827664395,1,decrescendo/Fl-decresc-E6-ffpp-N-R200u.wav
Fl-pizz-C#5-f-N-N.wav,tongue_ram-pizz,14,44100,25479,577.7551020408164,1,tongue_ram-pizz/Fl-pizz-C#5-f-N-N.wav
Fl-decresc-F6-ffpp-N-R100d.wav,decrescendo,3,44100,293785,6661.791383219955,1,decrescendo/Fl-decresc-F6-ffpp-N-R100d.wav
Fl-stacc-D#4-mf-N-N.wav,staccato,13,44100,12532,284.17233560090705,1,staccato/Fl-stacc-D#4-mf-N-N.wav
Fl-ord_flatt-G4-mf-N-R100u.wav,ordinario_to_flatterzunge,11,44100,260456,5906.0317460317465,1,ordinario_to_flatterzunge/Fl-ord_flatt-G4-mf-N-R100u.wav
Fl-stacc-G#5-mf-N-R100u.wav,staccato,13,44100,10784,244.53514739229024,1,staccato/Fl-stacc-G#5-mf-N-R100u.wav
Fl-stacc-B3-mf-N-N.wav,staccato,13,44100,13155,298.29931972789115,1,staccato/Fl-stacc-B3-mf-N-N.wav
Fl-cresc-F#5-ppff-N-R100u.wav,crescendo,1,44100,255335,5789.909297052154,1,crescendo/Fl-cresc-F#5-ppff-N-R100u.wav
Fl-mul-G5_F4_C#6-mf-N-N.wav,multiphonics,8,44100,284126,6442.766439909297,1,multiphonics/Fl-mul-G5_F4_C#6-mf-N-N.wav
Fl-trill_min_second-D6-mf-N-N.wav,trill,15,44100,294317,6673.854875283447,1,trill/Fl-trill_min_second-D6-mf-N-N.wav
Fl-jet-1.wav,jet_whistle,7,44100,52670,1194.331065759637,1,jet_whistle/Fl-jet-1.wav
Fl-ord_flatt-F6-mf-N-R100d.wav,ordinario_to_flatterzunge,11,44100,329611,7474.172335600907,1,ordinario_to_flatterzunge/Fl-ord_flatt-F6-mf-N-R100d.wav
Fl-pizz-G#4-f-N-N.wav,tongue_ram-pizz,14,44100,12653,286.9160997732426,1,tongue_ram-pizz/Fl-pizz-G#4-f-N-N.wav
Fl-pizz-A4-f-N-N.wav,tongue_ram-pizz,14,44100,13908,315.3741496598639,1,tongue_ram-pizz/Fl-pizz-A4-f-N-N.wav
Fl-mul-D#q6_G#q5-mf-N-N.wav,multiphonics,8,44100,394513,8945.873015873016,1,multiphonics/Fl-mul-D#q6_G#q5-mf-N-N.wav
Fl-cresc-A#5-ppff-N-R100u.wav,crescendo,1,44100,268080,6078.911564625851,1,crescendo/Fl-cresc-A#5-ppff-N-R100u.wav
Fl-cre_dec-D#4-ppmfpp-N-N.wav,crescendo_to_decrescendo,2,44100,336320,7626.303854875284,1,crescendo_to_decrescendo/Fl-cre_dec-D#4-ppmfpp-N-N.wav
Fl-mul-E5_F4-mf-N-N.wav,multiphonics,8,44100,268006,6077.233560090704,1,multiphonics/Fl-mul-E5_F4-mf-N-N.wav
Fl-ord_flatt-A6-mf-N-R100d.wav,ordinario_to_flatterzunge,11,44100,302383,6856.757369614513,1,ordinario_to_flatterzunge/Fl-ord_flatt-A6-mf-N-R100d.wav
Fl-jet-13.wav,jet_whistle,7,44100,42678,967.7551020408163,1,jet_whistle/Fl-jet-13.wav
Fl-sfz-E6-fp-N-T13d.wav,sforzato,12,44100,299664,6795.102040816327,1,sforzato/Fl-sfz-E6-fp-N-T13d.wav
Fl-harm_fngr-F#6-f-N-N.wav,harmonic_fingering,6,44100,311000,7052.154195011338,1,harmonic_fingering/Fl-harm_fngr-F#6-f-N-N.wav
Fl-lasting_half_sec-C5-mf-N-T13d.wav,note_lasting,9,44100,35513,805.2834467120181,1,note_lasting/Fl-lasting_half_sec-C5-mf-N-T13d.wav
Fl-cre_dec-E6-ppmfpp-N-R100u.wav,crescendo_to_decrescendo,2,44100,332167,7532.131519274376,1,crescendo_to_decrescendo/Fl-cre_dec-E6-ppmfpp-N-R100u.wav
Fl-trill_min_second-A6-mf-N-N.wav,trill,15,44100,290047,6577.029478458049,1,trill/Fl-trill_min_second-A6-mf-N-N.wav
Fl-trill_min_second-G4-mf-N-N.wav,trill,15,44100,288580,6543.764172335601,1,trill/Fl-trill_min_second-G4-mf-N-N.wav
Fl-cresc-C#6-ppff-N-N.wav,crescendo,1,44100,293312,6651.0657596371875,1,crescendo/Fl-cresc-C#6-ppff-N-N.wav
Fl-cre_dec-D#5-ppmfpp-N-N.wav,crescendo_to_decrescendo,2,44100,378888,8591.56462585034,1,crescendo_to_decrescendo/Fl-cre_dec-D#5-ppmfpp-N-N.wav
Fl-decresc-G6-ffpp-N-R100u.wav,decrescendo,3,44100,261733,5934.988662131519,1,decrescendo/Fl-decresc-G6-ffpp-N-R100u.wav
Fl-cresc-F6-ppff-N-N.wav,crescendo,1,44100,299018,6780.453514739229,1,crescendo/Fl-cresc-F6-ppff-N-N.wav
Fl-trill_maj_second-E4-mf-N-N.wav,trill,15,44100,296940,6733.333333333333,1,trill/Fl-trill_maj_second-E4-mf-N-N.wav
Fl-lasting_one_sec-D6-mf-N-T20d_R100u.wav,note_lasting,9,44100,50809,1152.1315192743764,1,note_lasting/Fl-lasting_one_sec-D6-mf-N-T20d_R100u.wav
Fl-flatt_ord-C#6-mf-N-N.wav,flatterzunge_to_ordinario,5,44100,309093,7008.911564625851,1,flatterzunge_to_ordinario/Fl-flatt_ord-C#6-mf-N-N.wav
Fl-trill_maj_second-G4-mf-N-N.wav,trill,15,44100,282205,6399.20634920635,1,trill/Fl-trill_maj_second-G4-mf-N-N.wav
Fl-decresc-A#5-ffpp-N-N.wav,decrescendo,3,44100,290033,6576.712018140589,1,decrescendo/Fl-decresc-A#5-ffpp-N-N.wav
Fl-pizz-C#4-f-N-N.wav,tongue_ram-pizz,14,44100,12855,291.4965986394558,1,tongue_ram-pizz/Fl-pizz-C#4-f-N-N.wav
Fl-sfz-C#5-f-N-T17d_R100d.wav,sforzato,12,44100,112424,2549.2970521541947,1,sforzato/Fl-sfz-C#5-f-N-T17d_R100d.wav
Fl-mul-Dq4_E4_G#5-mf-N-N.wav,multiphonics,8,44100,256398,5814.013605442176,1,multiphonics/Fl-mul-Dq4_E4_G#5-mf-N-N.wav
Fl-aeol_and_ord-C#4-pp-N-T17u.wav,aeolian,0,44100,269220,6104.761904761905,1,aeolian/Fl-aeol_and_ord-C#4-pp-N-T17u.wav
Fl-ord_flatt-E4-mf-N-R200u.wav,ordinario_to_flatterzunge,11,44100,240581,5455.351473922902,1,ordinario_to_flatterzunge/Fl-ord_flatt-E4-mf-N-R200u.wav
Fl-flatt-A#5-mf-N-N.wav,flatterzunge,4,44100,285609,6476.394557823129,1,flatterzunge/Fl-flatt-A#5-mf-N-N.wav
Fl-lasting_one_sec-F#6-mf-N-R100u.wav,note_lasting,9,44100,66179,1500.657596371882,1,note_lasting/Fl-lasting_one_sec-F#6-mf-N-R100u.wav
Fl-flatt-F#6-pp-N-N.wav,flatterzunge,4,44100,291014,6598.9569160997735,1,flatterzunge/Fl-flatt-F#6-pp-N-N.wav
Fl-cre_dec-A6-ppmfpp-N-R200d.wav,crescendo_to_decrescendo,2,44100,356925,8093.5374149659865,1,crescendo_to_decrescendo/Fl-cre_dec-A6-ppmfpp-N-R200d.wav
Fl-jet-29.wav,jet_whistle,7,44100,28431,644.6938775510204,1,jet_whistle/Fl-jet-29.wav
Fl-decresc-A#4-ffpp-N-N.wav,decrescendo,3,44100,302072,6849.705215419501,1,decrescendo/Fl-decresc-A#4-ffpp-N-N.wav
Fl-sfz-D6-fp-N-T19d_R200u.wav,sforzato,12,44100,235178,5332.834467120182,1,sforzato/Fl-sfz-D6-fp-N-T19d_R200u.wav
Fl-ord-Cq5-mf-N-N.wav,ordinario,10,44100,278428,6313.560090702948,1,ordinario/Fl-ord-Cq5-mf-N-N.wav
Fl-aeol_ord-B3-mf-N-N.wav,aeolian,0,44100,270941,6143.786848072562,1,aeolian/Fl-aeol_ord-B3-mf-N-N.wav
Fl-ord-D#5-ff-N-N.wav,ordinario,10,44100,292104,6623.673469387755,1,ordinario/Fl-ord-D#5-ff-N-N.wav
Fl-jet-34.wav,jet_whistle,7,44100,38427,871.360544217687,1,jet_whistle/Fl-jet-34.wav
